feedback_id,created_at,author_type,channel,n_tokens,exclusion_reason,text_redacted,pii_types,category,confidence
F00352,2025-09-09,customer,review,13,,"hi, he simply didn't show up on saturday and went quiet afterwards thanks",,provider_no_show,0.6587831824735623
F00353,2025-09-19,provider,support,12,,"Just to say Isolation switch didn't seem to work properly, felt unsafe",,safety_issue,0.9146499695993651
F00354,2026-01-16,customer,support,18,,"Just to say Booked a morning slot, waited 40 minutes, nobody came. No explanation This was in Z01",,provider_no_show,0.8809982644418495
F00355,2026-02-03,provider,support,16,,"Hi, Can't update my coverage zones, the save button is greyed out This was in Z07",,app_bug,0.8504464120617519
F00356,2025-12-12,customer,review,26,,"Update - Brilliant at talking me through the options, I was dreading this and it was painless Second time this has happened email me at [EMAIL]",EMAIL,app_bug,0.6974560106602484
F00357,2025-09-23,provider,survey,15,,"Quick one: Getting enquiries from people who want work in three months, not now Cheers",,needs_review,0.46571381747513785
F00358,2026-01-14,customer,survey,19,,Quick one: Price on the profile said £30 but he charged £49 per hour Second time this has happened,,price_dispute,0.8997482121777474
F00359,2025-09-14,customer,review,15,,He simply didn't show up on Saturday and went quiet afterwards Would appreciate a reply,,needs_review,0.4882953997609371
F00360,2026-02-05,provider,review,20,,"Honestly, The app crashes every time I open the leads tab Would appreciate a reply my number is [PHONE]",PHONE,app_bug,0.9423062558708204
F00361,2025-12-27,provider,support,17,,"feedback: login loop on android, keeps sending me back to the start screen this was in z07",,app_bug,0.7282377727690437
F00362,2025-10-07,provider,review,18,,"someone wanting an installation sent to me, i only do repairs, that's on you this was in z13",,lead_quality,0.9155708741809594
F00363,2025-11-12,customer,survey,18,,so paid for the lead apparently but i never heard from anyone been using the site since december,,provider_communication,0.9178333238930366
F00364,2025-12-01,customer,review,24,,"Update - Left me waiting at the property in Z21 all morning, no message nothing Second time this has happened email me at [EMAIL]",EMAIL,app_bug,0.5145061261030334
F00365,2025-11-11,customer,survey,17,,"Explains things in a way that actually makes sense, worth every penny Cheers email me at [EMAIL]",EMAIL,workmanship_quality,0.8639532848270024
F00366,2026-02-25,provider,support,24,,"FYI Requested a refund for a dead lead 2 weeks ago, still nothing Been using the site since January my number is [PHONE]",PHONE,lead_quality,0.6912940885207352
F00367,2026-01-14,customer,survey,19,,"Quick one: Filled in my details twice and heard nothing, is this site even active This was in Z25",,provider_communication,0.5356904294026538
F00368,2026-02-21,provider,review,21,,"Just to say Someone wanting an installation sent to me, I only do repairs, that's on you This was in Z12",,lead_quality,0.9187693758648907
F00369,2025-11-10,customer,review,16,,"Still waiting for someone to call me back, it's been 11 days email me at [EMAIL]",EMAIL,provider_communication,0.5498045306592981
F00370,2025-11-16,provider,review,23,,"quick one: login loop on android, keeps sending me back to the start screen this was in z10 my number is [PHONE]",PHONE,app_bug,0.7814841875500155
F00371,2026-01-16,provider,support,16,,"Still waiting for someone to call me back, it's been 9 days Please sort it out",,provider_communication,0.5405580248363352
F00372,2025-11-18,provider,review,10,,Not happy. Notifications arrive hours late so I miss leads,,provider_no_show,0.5070028832846725
F00373,2025-10-21,provider,review,17,,"Explains things in a way that actually makes sense, worth every penny my number is [PHONE]",PHONE,workmanship_quality,0.9376024891620124
F00374,2026-02-28,provider,review,18,,"Honestly, Lead was from Z16 which I don't even cover, why was it sent to me Not impressed",,lead_quality,0.9229432556251306
F00375,2025-10-06,customer,support,17,,"Was told £34 an hour, invoice came in at £42, no explanation Second time this has happened",,price_dispute,0.8553197822775191
F00376,2026-01-23,customer,review,15,,"update - felt rushed, didn't finish the sealing properly before leaving this was in z01",,workmanship_quality,0.8260297094952659
F00377,2026-02-21,customer,support,15,,"not happy. warning light on the boiler the whole time, was told to ignore it",,safety_issue,0.9209140049865367
F00378,2026-01-17,customer,support,14,,Quick one: He simply didn't show up on Saturday and went quiet afterwards Cheers,,provider_no_show,0.5436173716532412
F00380,2026-01-19,customer,survey,19,,"So Explains things in a way that actually makes sense, worth every penny Been using the site since November",,workmanship_quality,0.8983739709515425
F00381,2025-11-08,customer,review,21,,"explains things in a way that actually makes sense, worth every penny this was in z27 my number is [PHONE]",PHONE,workmanship_quality,0.8987116054990159
F00382,2025-10-21,provider,support,20,,"just to say getting enquiries from people who want work in three months, not now second time this has happened",,app_bug,0.6212778909276558
F00383,2025-12-10,provider,support,14,,feedback: third enquiry this week where the person says they never filled anything in,,lead_quality,0.6420360534284623
F00384,2026-01-29,customer,review,23,,Update - He simply didn't show up on Saturday and went quiet afterwards Second time this has happened my number is [PHONE],PHONE,app_bug,0.5591091547639455
F00385,2025-10-17,provider,review,17,,Two refunds approved by email but nothing showing in the account Been using the site since November,,credits_refund,0.914458976920886
F00386,2025-12-10,provider,support,21,,quick one: nobody got in touch after i filled in the form please sort it out I live near [POSTCODE],POSTCODE,provider_communication,0.8808864394502527
F00387,2025-12-03,customer,review,18,,feedback: the multi-day discount on the profile turned out not to exist cheers my number is [PHONE],PHONE,needs_review,0.4744352259188847
F00388,2025-12-07,customer,review,14,,So Price on the profile said £38 but he charged £40 per hour Thanks,,price_dispute,0.8827727785904157
F00389,2026-02-26,provider,review,16,,update - bought 8 leads this month and only one picked up the phone otherwise fine,,lead_quality,0.926439043689457
F00390,2025-11-05,provider,support,14,,Just to say The availability calendar doesn't keep my changes after I close it,,app_bug,0.8352247297164088
F00391,2025-09-20,provider,review,11,,"Can't update my coverage zones, the save button is greyed out",,app_bug,0.9519204831034727
F00393,2025-12-31,customer,support,19,,"Update - Spent most of the visit on his phone, barely explained anything Otherwise fine email me at [EMAIL]",EMAIL,workmanship_quality,0.8420440697764701
F00394,2025-09-25,customer,support,13,,Feedback: Rates changed after the first day of work without warning Otherwise fine,,price_dispute,0.9217546178532184
F00395,2025-12-05,customer,support,16,,update - nobody got in touch after i filled in the form this was in z30,,provider_communication,0.9060669227428204
F00396,2025-09-23,provider,support,13,,Uploaded a new profile photo and it shows sideways Would appreciate a reply,,app_bug,0.8991381958691073
F00397,2026-02-12,provider,review,19,,"Honestly, Charged for a lead I never accepted, please refund This was in Z18 my number is [PHONE]",PHONE,credits_refund,0.9062798881860827
F00398,2025-11-08,provider,review,22,,Just to say Third enquiry this week where the person says they never filled anything in Thanks my number is [PHONE],PHONE,lead_quality,0.5886388926464646
F00399,2025-11-17,provider,review,14,,"so filled in my details twice and heard nothing, is this site even active",,needs_review,0.49012620630767856
F00400,2025-12-27,customer,review,18,,"Hi, Was told £34 an hour, invoice came in at £47, no explanation Second time this has happened",,price_dispute,0.8474966154731686
F00401,2025-09-13,customer,support,17,,"Snapped at me when I asked a question, made the whole thing uncomfortable Would appreciate a reply",,app_bug,0.6760908310096926
F00403,2026-01-31,customer,survey,20,,Just to say Price on the profile said £31 but he charged £48 per hour Second time this has happened,,price_dispute,0.8694787265889646
F00404,2025-11-14,provider,support,15,,"Just to say Customer never answered, wasted credits again Been using the site since January",,lead_quality,0.8026918935328327
F00405,2025-12-06,customer,support,18,,"Honestly, Really thorough, explained the whole job clearly and finished ahead of time! I live near [POSTCODE]",POSTCODE,workmanship_quality,0.9179778569436999
F00406,2025-11-08,customer,survey,14,,"Honestly, Paid for the lead apparently but I never heard from anyone Not impressed",,provider_communication,0.9379458741121803
F00407,2026-02-16,customer,survey,14,,"explains things in a way that actually makes sense, worth every penny otherwise fine",,workmanship_quality,0.9416204498556002
F00408,2026-02-07,provider,support,18,,"Hi, Two refunds approved by email but nothing showing in the account Cheers my number is [PHONE]",PHONE,credits_refund,0.928643994624005
F00409,2025-09-18,customer,support,15,,Quick one: Paid for the lead apparently but I never heard from anyone Not impressed,,provider_communication,0.9276810400706489
F00410,2025-10-02,provider,review,16,,Two refunds approved by email but nothing showing in the account Second time this has happened,,credits_refund,0.9411260912066844
F00411,2025-11-15,provider,survey,11,,"Hi, The app crashes every time I open the leads tab",,app_bug,0.9108962753510832
F00412,2025-11-21,provider,review,16,,Map view is blank on my phone since the last update Second time this has happened,,app_bug,0.9421812368242607
F00413,2025-10-18,customer,support,23,,"update - every visit had a clear plan and a recap at the end, finished in 11 days my number is [PHONE]",PHONE,workmanship_quality,0.9008292396136718
F00414,2026-02-06,provider,review,13,,"feedback: still waiting for someone to call me back, it's been 9 days",,provider_communication,0.6225682969337776
F00415,2026-02-09,customer,support,10,,"not happy. expensive compared to what was advertised, felt misled",,app_bug,0.5749886373165062
F00416,2025-09-17,provider,review,13,,"Just to say Customer never answered, wasted credits again This was in Z25",,lead_quality,0.8426383565999428
F00417,2025-10-13,customer,support,24,,Not happy. Asked for cash up front for the full job then said the rate had gone up Been using the site since December,,price_dispute,0.6305436731595915
F00418,2025-11-12,provider,review,12,,so map view is blank on my phone since the last update,,app_bug,0.8810184707826705
F00419,2025-10-30,customer,review,15,,turned up 25 minutes into a one hour slot and still charged the full hour,,price_dispute,0.7919212562057245
F00420,2025-09-25,customer,survey,14,,"honestly, nice enough but i didn't feel much had been done after ten hours",,workmanship_quality,0.7353011437198063
F00421,2025-12-01,customer,support,14,,"FYI Great tradesperson, tidy and methodical, highly recommend Been using the site since September",,workmanship_quality,0.9105689493367511
F00422,2025-10-14,customer,support,18,,"Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened",,app_bug,0.6831816876370398
F00423,2025-09-17,provider,review,15,,Paid for a lead and the customer's number was disconnected my number is [PHONE],PHONE,lead_quality,0.9083968208841363
F00424,2025-09-14,customer,review,17,,"update - booked a morning slot, waited 40 minutes, nobody came. no explanation this was in z27",,provider_no_show,0.9217515128795111
F00425,2025-11-25,customer,support,12,,So He simply didn't show up on Saturday and went quiet afterwards,,provider_no_show,0.6093659572952723
F00426,2025-11-22,customer,survey,12,,"was late again by half an hour, third time this month cheers",,provider_no_show,0.9506382296438565
F00427,2026-02-21,provider,review,16,,Paid for the lead apparently but I never heard from anyone Second time this has happened,,provider_communication,0.925094273219044
F00428,2025-10-19,customer,support,14,,"Felt rushed, didn't finish the sealing properly before leaving Second time this has happened",,workmanship_quality,0.8058635503325755
F00429,2026-01-16,provider,support,17,,Just to say Paid for a lead and the customer's number was disconnected Please sort it out,,lead_quality,0.8558062732045407
F00430,2025-11-11,provider,survey,23,,"Just to say Can't update my coverage zones, the save button is greyed out Please sort it out my number is [PHONE]",PHONE,app_bug,0.86687860629224
F00431,2025-11-19,customer,support,17,,feedback: paid for the lead apparently but i never heard from anyone my number is [PHONE],PHONE,provider_communication,0.9397670625712564
F00432,2026-01-11,provider,review,21,,"update - filled in my details twice and heard nothing, is this site even active not impressed email me at [EMAIL]",EMAIL,needs_review,0.4051084519064009
F00433,2026-01-06,provider,support,13,,"Feedback: Getting enquiries from people who want work in three months, not now",,needs_review,0.43216297052409514
F00434,2025-09-13,customer,support,15,,"Kept coming back for the same fault each week, no real progress at all Cheers",,workmanship_quality,0.910702311644415
F00435,2026-01-22,provider,support,11,,"feedback: charged for a lead i never accepted, please refund thanks",,credits_refund,0.940356100392712
F00436,2026-01-21,customer,support,16,,"So Filled in my details twice and heard nothing, is this site even active Otherwise fine",,provider_communication,0.5220580616397834
F00437,2026-01-26,customer,support,17,,Feedback: Asked for cash up front for the full job then said the rate had gone up,,price_dispute,0.7166484232969852
F00438,2026-02-28,customer,survey,21,,Just to say Nobody got in touch after I filled in the form This was in Z21 email me at [EMAIL],EMAIL,provider_communication,0.8660102627745195
F00439,2025-12-06,customer,support,13,,Update - Paid for the lead apparently but I never heard from anyone,,provider_communication,0.9532097303073693
F00440,2025-11-28,customer,survey,16,,"Booked a morning slot, waited 40 minutes, nobody came. No explanation Second time this has happened",,provider_no_show,0.8611288631678569
F00441,2025-10-30,provider,review,16,,"Feedback: Lead was from Z15 which I don't even cover, why was it sent to me",,lead_quality,0.9503172181246216
F00442,2025-11-02,customer,review,23,,"honestly, spent most of the visit on his phone, barely explained anything been using the site since december I live near [POSTCODE]",POSTCODE,workmanship_quality,0.8897701566135859
F00443,2026-01-06,provider,support,18,,"Getting enquiries from people who want work in three months, not now Been using the site since October",,needs_review,0.3764369481423982
F00444,2026-02-09,customer,survey,15,,"Honestly, Really thorough, explained the whole job clearly and finished ahead of time! Not impressed",,workmanship_quality,0.8960523257050271
F00445,2025-12-21,customer,survey,27,,"Update - Kept coming back for the same fault each week, no real progress at all Been using the site since November I live near [POSTCODE]",POSTCODE,workmanship_quality,0.8796700030847795
F00446,2026-02-05,provider,survey,14,,update - paid for a lead and the customer's number was disconnected otherwise fine,,lead_quality,0.8833998571081917
F00448,2026-02-17,provider,support,13,,update - two refunds approved by email but nothing showing in the account,,credits_refund,0.9448449814587017
F00449,2026-01-30,customer,survey,16,,"Not happy. Filled in my details twice and heard nothing, is this site even active Thanks",,app_bug,0.5392123748028892
F00451,2026-01-05,customer,support,17,,"Just to say Filled in my details twice and heard nothing, is this site even active Thanks",,needs_review,0.48981522603485683
F00452,2026-02-27,customer,review,14,,Feedback: Quoted one price then asked for more once the work started Otherwise fine,,price_dispute,0.9341777800921708
F00453,2025-12-11,customer,support,29,,Not happy. Asked for cash up front for the full job then said the rate had gone up Been using the site since January I live near [POSTCODE],POSTCODE,price_dispute,0.6095518502774855
F00454,2025-12-15,provider,support,16,,"Credits not refunded after the customer cancelled, support not replying Been using the site since January",,credits_refund,0.8934859125823752
F00455,2025-09-02,customer,support,20,,turned up 25 minutes into a one hour slot and still charged the full hour second time this has happened,,price_dispute,0.788253867907476
F00456,2026-01-16,customer,review,18,,"Update - Brilliant at talking me through the options, I was dreading this and it was painless Thanks",,needs_review,0.4992268173109574
F00457,2025-09-16,customer,review,16,,"So Kept coming back for the same fault each week, no real progress at all Thanks",,workmanship_quality,0.9117919419970355
F00458,2025-09-22,customer,support,22,,"FYI Brilliant at talking me through the options, I was dreading this and it was painless Been using the site since October",,needs_review,0.3746718722604787
F00459,2025-12-16,customer,review,15,,"snapped at me when i asked a question, made the whole thing uncomfortable not impressed",,app_bug,0.577510973413355
F00460,2025-10-09,customer,support,18,,"Honestly, Asked for cash up front for the full job then said the rate had gone up Cheers",,price_dispute,0.7064631582089487
F00461,2026-02-17,provider,support,14,,Uploaded a new profile photo and it shows sideways my number is [PHONE],PHONE,app_bug,0.8103826097648784
F00462,2025-10-11,customer,survey,22,,"So No dust sheets, no mask, debris left all over a room with a baby in it Second time this has happened",,safety_issue,0.922297306946974
F00463,2025-11-28,customer,support,12,,Paid for the lead apparently but I never heard from anyone Thanks,,provider_communication,0.9564666482695218
F00464,2025-12-17,customer,review,13,,"So Sent three messages, no reply for a week Please sort it out",,provider_communication,0.9069749844288831
F00465,2026-03-01,provider,survey,18,,Not happy. Two refunds approved by email but nothing showing in the account Cheers email me at [EMAIL],EMAIL,credits_refund,0.8978847156129715
F00466,2025-09-26,customer,survey,11,,"great tradesperson, tidy and methodical, highly recommend please sort it out",,workmanship_quality,0.9049102813291563
F00467,2026-01-24,customer,review,15,,"fyi snapped at me when i asked a question, made the whole thing uncomfortable cheers",,needs_review,0.4959674676266797
F00468,2025-11-16,provider,survey,9,,uploaded a new profile photo and it shows sideways,,app_bug,0.8086850582891966
F00469,2026-01-06,customer,review,14,,"Update - Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks",,provider_no_show,0.9392829141241269
F00470,2026-01-18,customer,review,18,,"just to say spent most of the visit on his phone, barely explained anything please sort it out",,workmanship_quality,0.8772448159703795
F00471,2025-12-25,customer,support,18,,"Feedback: Was told £35 an hour, invoice came in at £40, no explanation I live near [POSTCODE]",POSTCODE,price_dispute,0.836391985638364
F00472,2026-02-09,provider,review,21,,"Hi, Lead was from Z10 which I don't even cover, why was it sent to me my number is [PHONE]",PHONE,lead_quality,0.9221237553811183
F00473,2025-11-15,customer,support,14,,provider bought my lead but never contacted me otherwise fine email me at [EMAIL],EMAIL,provider_communication,0.8967999624338707
F00474,2025-09-10,customer,support,19,,"Snapped at me when I asked a question, made the whole thing uncomfortable Not impressed email me at [EMAIL]",EMAIL,app_bug,0.5974684275600614
F00475,2025-11-04,provider,support,14,,Just to say Map view is blank on my phone since the last update,,app_bug,0.8769251067110759
F00476,2025-09-17,customer,support,19,,"Quick one: Really thorough, explained the whole job clearly and finished ahead of time! Second time this has happened",,workmanship_quality,0.8542635057284403
F00477,2025-11-22,customer,support,10,,"Sent three messages, no reply for a week Not impressed",,provider_communication,0.9339542235343329
F00478,2025-12-16,customer,support,18,,Asked for cash up front for the full job then said the rate had gone up Otherwise fine,,price_dispute,0.7323738714313334
F00479,2025-10-06,customer,support,16,,"Was late again by half an hour, third time this month my number is [PHONE]",PHONE,provider_no_show,0.9018357937845861
F00480,2026-02-11,provider,review,16,,"Update - Requested a refund for a dead lead 2 weeks ago, still nothing Otherwise fine",,lead_quality,0.7657872750027531
F00481,2026-01-18,customer,support,21,,"Hi, Lovely clean job, everything tested and certified before he left Second time this has happened my number is [PHONE]",PHONE,safety_issue,0.8379590965829634
F00482,2025-09-01,customer,review,16,,"so two appointments in a row moved at the last minute, i've lost a week cheers",,app_bug,0.5712746875026907
F00484,2025-10-21,customer,review,14,,"The ladder he used was visibly damaged, I mentioned it and got shrugged at",,safety_issue,0.9428957209215612
F00485,2025-09-28,customer,support,17,,"honestly, was late again by half an hour, third time this month my number is [PHONE]",PHONE,provider_no_show,0.8825174919219729
F00487,2025-12-17,customer,review,9,,"sent three messages, no reply for a week cheers",,provider_communication,0.951562404144952
F00488,2025-09-11,provider,support,26,,"Just to say Getting enquiries from people who want work in three months, not now Been using the site since December my number is [PHONE]",PHONE,needs_review,0.38934871297161655
F00489,2025-11-24,provider,review,12,,FYI Map view is blank on my phone since the last update,,app_bug,0.8727440422943942
F00490,2025-12-19,customer,review,19,,"honestly, two appointments in a row moved at the last minute, i've lost a week this was in z07",,needs_review,0.45558689805045466
F00491,2026-02-24,provider,support,18,,"Quick one: Requested a refund for a dead lead 2 weeks ago, still nothing Would appreciate a reply",,lead_quality,0.7326969614442977
F00493,2025-09-04,customer,support,16,,"Explains things in a way that actually makes sense, worth every penny Would appreciate a reply",,workmanship_quality,0.9172026371322636
F00494,2026-01-07,customer,review,14,,"hi, booked a morning slot, waited 40 minutes, nobody came. no explanation otherwise fine",,provider_no_show,0.9077953773304018
F00495,2026-01-08,provider,review,12,,"Update - Same customer sent to me twice, charged twice Not impressed",,price_dispute,0.8262470839568371
F00496,2025-10-16,customer,review,22,,So Asked for cash up front for the full job then said the rate had gone up Second time this has happened,,price_dispute,0.591135503320461
F00498,2025-11-14,provider,support,20,,update - map view is blank on my phone since the last update not impressed my number is [PHONE],PHONE,app_bug,0.8579573788209488
F00499,2025-10-26,provider,support,13,,"Not happy. Charged for a lead I never accepted, please refund Not impressed",,credits_refund,0.9423418860857435
F00500,2025-09-16,customer,survey,16,,"hi, spent most of the visit on his phone, barely explained anything would appreciate a reply",,workmanship_quality,0.9052061712672264
F00501,2025-11-28,customer,support,12,,"Was told £37 an hour, invoice came in at £41, no explanation",,price_dispute,0.897470756641443
F00502,2025-09-21,provider,support,9,,"Not happy. Great tradesperson, tidy and methodical, highly recommend",,workmanship_quality,0.9124020996520354
F00503,2026-02-18,customer,survey,15,,"Not happy. Hidden fees for materials and disposal, not mentioned before This was in Z26",,price_dispute,0.8196042965884887
F00504,2025-12-18,provider,survey,18,,feedback: two refunds approved by email but nothing showing in the account cheers my number is [PHONE],PHONE,credits_refund,0.9395277346205463
F00505,2025-09-20,customer,review,13,,FYI Price on the profile said £34 but he charged £47 per hour,,price_dispute,0.9386296407444154
F00506,2025-11-25,provider,support,23,,"quick one: site left spotless and every connection checked, felt genuinely professional been using the site since december my number is [PHONE]",PHONE,safety_issue,0.5390350197397721
F00507,2026-02-26,customer,support,14,,"Feedback: Sent three messages, no reply for a week Second time this has happened",,provider_communication,0.8966260466408033
F00508,2025-09-09,customer,review,16,,Rates changed after the first day of work without warning Not impressed email me at [EMAIL],EMAIL,price_dispute,0.8719646921097818
F00510,2025-12-15,customer,review,21,,"Quick one: Got one text and then silence, no idea if I have a tradesperson or not Would appreciate a reply",,needs_review,0.45987656090778495
F00511,2026-02-19,provider,support,13,,Customers keep saying they already found someone by the time I call Thanks,,lead_quality,0.9274788180742322
F00512,2026-02-03,provider,survey,11,,So Paid for a lead and the customer's number was disconnected,,lead_quality,0.9190813010014459
F00513,2025-09-07,provider,review,22,,"just to say warning light on the boiler the whole time, was told to ignore it been using the site since october",,safety_issue,0.8802356806895457
F00514,2025-09-19,customer,review,18,,"left me waiting at the property in z11 all morning, no message nothing second time this has happened",,app_bug,0.5493316727372782
F00515,2025-09-07,customer,review,15,,"Honestly, Filled in my details twice and heard nothing, is this site even active Cheers",,provider_communication,0.5016905920325233
F00516,2025-11-06,customer,support,16,,"Hi, Site left spotless and every connection checked, felt genuinely professional Second time this has happened",,needs_review,0.44866816719066094
F00517,2026-01-11,customer,support,11,,"Honestly, Rates changed after the first day of work without warning",,price_dispute,0.9288999123017331
F00518,2025-10-05,customer,review,14,,"Feedback: Filled in my details twice and heard nothing, is this site even active",,needs_review,0.49787565845457343
F00519,2026-02-01,provider,survey,13,,"hi, requested a refund for a dead lead 2 weeks ago, still nothing",,lead_quality,0.7920315848343469
F00520,2025-12-09,customer,review,18,,"Quick one: Still waiting for someone to call me back, it's been 2 days email me at [EMAIL]",EMAIL,provider_communication,0.5814198791012412
F00521,2025-09-06,customer,survey,19,,"Update - Explains things in a way that actually makes sense, worth every penny Second time this has happened",,workmanship_quality,0.8838516271395341
F00522,2026-02-19,customer,survey,14,,"fyi cancelled on me twice last minute, really unreliable my number is [PHONE]",PHONE,provider_no_show,0.8696080931339127
F00523,2025-10-27,provider,support,19,,fyi top up went through on my card but the balance didn't change been using the site since october,,credits_refund,0.7876065668034659
F00524,2026-02-14,customer,review,18,,So Asked for cash up front for the full job then said the rate had gone up Cheers,,price_dispute,0.7075423754200976
F00525,2025-12-18,customer,review,18,,"Still waiting for someone to call me back, it's been 4 days Been using the site since November",,provider_communication,0.6412425672150833
F00526,2025-12-15,customer,survey,14,,"so isolation switch didn't seem to work properly, felt unsafe please sort it out",,safety_issue,0.9065050821128547
F00527,2026-02-11,provider,support,13,,"So Requested a refund for a dead lead 2 weeks ago, still nothing",,lead_quality,0.7754607067213416
F00528,2025-11-22,provider,support,17,,quick one: map view is blank on my phone since the last update would appreciate a reply,,app_bug,0.9293249267454667
F00529,2026-02-17,customer,review,17,,Update - Paid for the lead apparently but I never heard from anyone Would appreciate a reply,,provider_communication,0.9136887937284359
F00530,2025-12-16,customer,review,15,,So Left exposed wiring behind the panel and said it would be fine Otherwise fine,,safety_issue,0.9181013970456582
F00531,2026-01-12,provider,review,14,,"Hi, The availability calendar doesn't keep my changes after I close it Otherwise fine",,app_bug,0.79334044325784
F00532,2026-01-04,provider,survey,16,,"Update - Expensive compared to what was advertised, felt misled Been using the site since September",,needs_review,0.4262403312617077
F00535,2026-01-13,customer,review,21,,"Just to say Filled in my details twice and heard nothing, is this site even active Thanks email me at [EMAIL]",EMAIL,provider_communication,0.5155870209680092
F00536,2025-12-22,customer,support,14,,So Price on the profile said £32 but he charged £48 per hour Thanks,,price_dispute,0.9218110080113691
F00538,2026-01-26,customer,support,16,,"Honestly, Quoted one price then asked for more once the work started Would appreciate a reply",,price_dispute,0.9029595897153676
F00539,2025-09-10,customer,support,17,,"feedback: explains things in a way that actually makes sense, worth every penny please sort it out",,workmanship_quality,0.9111097697115683
F00540,2025-11-10,provider,review,15,,"Not happy. Charged for a lead I never accepted, please refund This was in Z06",,credits_refund,0.9142144904244828
F00541,2025-11-25,customer,support,12,,"FYI Was late again by half an hour, third time this month",,provider_no_show,0.9560266199250653
F00542,2025-12-31,provider,review,20,,"Update - Someone wanting an installation sent to me, I only do repairs, that's on you This was in Z27",,lead_quality,0.9127193548480003
F00543,2025-11-29,provider,survey,17,,Just to say Notifications arrive hours late so I miss leads Been using the site since September,,provider_no_show,0.5431076060601333
F00544,2025-12-16,customer,review,18,,"not happy. kept coming back for the same fault each week, no real progress at all not impressed",,workmanship_quality,0.8605081207950133
F00545,2026-02-06,provider,review,15,,Quick one: Map view is blank on my phone since the last update Not impressed,,app_bug,0.8640673126835056
F00546,2026-01-10,provider,review,16,,"FYI Felt rushed, didn't finish the sealing properly before leaving Been using the site since October",,workmanship_quality,0.8538536814891758
F00547,2026-02-05,provider,survey,12,,Top up went through on my card but the balance didn't change,,credits_refund,0.8409965593140978
F00548,2026-01-17,customer,review,11,,"Update - Expensive compared to what was advertised, felt misled Cheers",,needs_review,0.4279397539676924
F00549,2025-09-11,provider,survey,15,,Feedback: Bought 13 leads this month and only one picked up the phone Otherwise fine,,lead_quality,0.9020032811550042
F00550,2025-09-30,customer,survey,14,,"hi, explains things in a way that actually makes sense, worth every penny cheers",,workmanship_quality,0.9226820377072679
F00551,2026-02-15,provider,review,18,,"Was promised my money back for the fake enquiry, 2 days later still waiting Would appreciate a reply",,provider_no_show,0.7655479853536938
F00552,2025-11-12,provider,support,15,,Quick one: Map view is blank on my phone since the last update Otherwise fine,,app_bug,0.8254809416815437
F00553,2025-09-16,provider,support,17,,Feedback: Bought 7 leads this month and only one picked up the phone This was in Z08,,lead_quality,0.9075938639377452
F00554,2025-09-25,provider,support,11,,The app crashes every time I open the leads tab Cheers,,app_bug,0.9007044661771578
F00556,2025-12-06,provider,survey,18,,fyi nice enough but i didn't feel much had been done after ten hours please sort it out,,workmanship_quality,0.7158388548163399
F00557,2025-12-30,provider,support,17,,"honestly, requested a refund for a dead lead 2 weeks ago, still nothing would appreciate a reply",,lead_quality,0.7311352108340896
F00560,2025-10-06,provider,review,14,,"same customer sent to me twice, charged twice thanks my number is [PHONE]",PHONE,price_dispute,0.6340572475064742
F00561,2025-10-26,provider,review,13,,top up went through on my card but the balance didn't change cheers,,credits_refund,0.8568290455511345
F00562,2025-09-17,customer,support,23,,"So Every visit had a clear plan and a recap at the end, finished in 8 days Been using the site since January",,workmanship_quality,0.9000332406556919
F00563,2026-01-09,provider,survey,8,,"same customer sent to me twice, charged twice",,price_dispute,0.7711528048676723
F00564,2025-11-24,provider,review,19,,"Honestly, Someone wanting an installation sent to me, I only do repairs, that's on you email me at [EMAIL]",EMAIL,lead_quality,0.9109343327199028
F00565,2026-02-17,customer,survey,11,,He simply didn't show up on Saturday and went quiet afterwards,,provider_no_show,0.5834967215225074
F00566,2025-09-04,customer,survey,16,,"Honestly, Warning light on the boiler the whole time, was told to ignore it Not impressed",,safety_issue,0.9226590601437998
F00567,2025-09-27,provider,review,13,,"honestly, same customer sent to me twice, charged twice would appreciate a reply",,price_dispute,0.6449829054867937
F00568,2025-09-20,customer,review,19,,"Honestly, Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened",,app_bug,0.6666098414070012
F00569,2026-01-28,provider,survey,18,,Just to say Uploaded a new profile photo and it shows sideways Thanks my number is [PHONE],PHONE,app_bug,0.7392170197609472
F00570,2026-01-29,customer,survey,23,,"Just to say Every visit had a clear plan and a recap at the end, finished in 9 days Please sort it out",,workmanship_quality,0.8943886164238368
F00571,2025-10-18,customer,support,16,,"Got one text and then silence, no idea if I have a tradesperson or not Cheers",,provider_communication,0.5451767711660144
F00572,2025-11-26,customer,support,19,,"Feedback: Still waiting for someone to call me back, it's been 5 days Thanks my number is [PHONE]",PHONE,provider_communication,0.612410105226709
F00573,2025-12-23,provider,survey,16,,Top up went through on my card but the balance didn't change Would appreciate a reply,,credits_refund,0.6619527926049767
F00574,2025-12-24,customer,support,18,,"FYI Filled in my details twice and heard nothing, is this site even active email me at [EMAIL]",EMAIL,needs_review,0.4913106030511221
F00575,2025-09-13,provider,review,12,,"Not happy. Credits not refunded after the customer cancelled, support not replying",,credits_refund,0.9285058036171514
F00576,2025-11-29,customer,review,19,,nice enough but i didn't feel much had been done after ten hours been using the site since october,,workmanship_quality,0.7394022978915001
